Player,ID,Position,Handedness,Height (in),Weight (lbs),Birthday,Nationality
AARON GAGNON,8471451.0,C,R,71.0,186.0,1986-04-24,CAN
ANTTI MIETTINEN,8468704.0,R,R,72.0,190.0,1980-07-03,FIN
ALEXEI PONIKAROVSKY,8467412.0,L,L,76.0,225.0,1980-04-09,UKR
KYLE WELLWOOD,8469581.0,C,R,70.0,181.0,1983-05-16,CAN
DEREK MEECH,8470061.0,D,L,71.0,200.0,1984-04-21,CAN
ERIC BELANGER,8465050.0,C,L,71.0,185.0,1977-12-16,CAN
TEEMU HARTIKAINEN,8474719.0,L,L,73.0,214.0,1990-05-03,FIN
DARCY HORDICHUK,8468660.0,L,L,73.0,215.0,1980-08-10,CAN
LENNART PETRELL,8471402.0,L,L,75.0,215.0,1984-04-13,FIN
THEO PECKHAM,8473525.0,D,L,74.0,246.0,1987-11-10,CAN
ANDREW GORDON,8471409.0,R,R,72.0,194.0,1985-12-13,CAN
BILL SWEATT,8474035.0,L,L,72.0,190.0,1988-09-21,USA
CAM BARKER,8471216.0,D,L,75.0,223.0,1986-04-04,CAN
DEREK JOSLIN,8471810.0,D,L,73.0,210.0,1987-03-17,CAN
AKIM ALIU,8474049.0,R,R,76.0,225.0,1989-04-24,NGA
CARTER BANCKS,8474844.0,L,L,71.0,181.0,1989-08-09,CAN
STEVE BEGIN,8464994.0,L,L,72.0,192.0,1978-06-14,CAN
ROMAN CERVENKA,8476834.0,C,L,71.0,201.0,1985-12-10,CZE
ANTON BABCHUK,8470265.0,D,R,77.0,200.0,1984-05-06,UKR
BRETT CARSON,8471321.0,D,R,76.0,210.0,1985-11-29,CAN
LELAND IRVING,8473414.0,G,L,72.0,177.0,1988-04-11,CAN
MIIKKA KIPRUSOFF,8462147.0,G,L,73.0,185.0,1976-10-26,FIN
MILAN HEJDUK,8460577.0,R,R,72.0,190.0,1976-02-14,CZE
MARK OLVER,8474705.0,C,L,70.0,170.0,1988-01-01,CAN
RYAN O'BYRNE,8470672.0,D,R,77.0,234.0,1984-07-19,CAN
GREG ZANON,8468636.0,D,L,71.0,201.0,1980-06-05,CAN
DAVIS DREWISKE,8474518.0,D,L,74.0,222.0,1984-11-22,USA
KASPARS DAUGAVINS,8473484.0,L,L,72.0,213.0,1988-05-18,LVA
GUILLAUME LATENDRESSE,8471670.0,L,L,74.0,230.0,1987-05-24,CAN
MIKE LUNDIN,8471314.0,D,L,74.0,190.0,1984-09-24,USA
MARTY REASONER,8464967.0,C,L,73.0,197.0,1977-02-26,USA
DAVID ULLSTROM,8474666.0,L,L,74.0,195.0,1989-04-22,SWE
JOE FINLEY,8471701.0,D,L,80.0,245.0,1987-06-29,USA
RICK DIPIETRO,8468481.0,G,R,72.0,185.0,1981-09-19,USA
JAN MURSAK,8473569.0,L,R,71.0,190.0,1988-01-20,SVN
IAN WHITE,8470273.0,D,R,70.0,191.0,1984-06-04,CAN
DANIEL BANG,8476835.0,L,L,75.0,208.0,1987-04-19,SWE
KEVIN HENDERSON,8471912.0,L,L,75.0,210.0,1986-12-03,CAN
SERGEI KOSTITSYN,8471859.0,L,L,72.0,196.0,1987-03-20,BLR
JOONAS RASK,8475893.0,C,R,71.0,168.0,1990-03-24,FIN
BRANDON YIP,8471450.0,R,R,73.0,198.0,1985-04-25,CAN
CHRIS MASON,8462152.0,G,L,72.0,198.0,1976-04-20,CAN
TOBY PETERSEN,8467543.0,C,L,70.0,195.0,1978-10-27,USA
TOM WANDELL,8471807.0,C,L,73.0,200.0,1987-01-29,SWE
FRANCIS WATHIER,8470777.0,L,L,76.0,210.0,1984-12-07,CAN
COLTON GILLIES,8474121.0,C,L,76.0,208.0,1989-02-12,CAN
VINNY PROSPAL,8459492.0,L,L,74.0,191.0,1975-02-17,CZE
ADRIAN AUCOIN,8459053.0,D,R,74.0,215.0,1973-07-03,CAN
BRETT CLARK,8465122.0,D,L,72.0,194.0,1976-12-23,CAN
TIM KENNEDY,8471842.0,C,L,70.0,175.0,1986-04-30,USA
NICK PETRECKI,8474032.0,D,L,75.0,230.0,1989-07-11,USA
JT WYMAN,8471312.0,R,R,74.0,209.0,1986-02-27,USA
BRIAN LEE,8471683.0,D,R,75.0,200.0,1987-03-26,USA
BRENDAN MIKKELSON,8471705.0,D,L,75.0,210.0,1987-06-22,CAN
MATHIEU ROY,8470804.0,D,R,74.0,210.0,1983-08-10,CAN
MATHIEU GARON,8464999.0,G,R,73.0,198.0,1978-01-09,CAN
NICOLAS BLANCHARD,8471853.0,L,L,75.0,205.0,1987-05-31,CAN
TIM BRENT,8470283.0,C,R,72.0,188.0,1984-03-10,CAN
CHAD LAROSE,8469812.0,R,R,70.0,181.0,1982-03-27,USA
ANDREAS NODL,8473568.0,R,L,73.0,196.0,1987-02-28,AUT
JARED STAAL,8474615.0,R,R,76.0,210.0,1990-08-21,CAN
TIM WALLACE,8473734.0,R,R,73.0,207.0,1984-08-06,USA
MARC-ANDRE BERGERON,8469765.0,D,L,69.0,190.0,1980-10-13,CAN
JONI PITKANEN,8470137.0,D,L,75.0,220.0,1983-09-19,FIN
BOBBY SANGUINETTI,8473610.0,D,R,75.0,188.0,1988-02-29,USA
RUSLAN FEDOTENKO,8468172.0,L,L,73.0,200.0,1979-01-18,UKR
MIKE KNUBLE,8458590.0,R,R,75.0,229.0,1972-07-04,CAN
JODY SHELLEY,8462535.0,L,L,75.0,230.0,1976-02-07,CAN
ERIC WELLWOOD,8474892.0,L,L,71.0,180.0,1990-03-06,CAN
KURTIS FOSTER,8468520.0,D,R,77.0,225.0,1981-11-24,CAN
BRUNO GERVAIS,8470774.0,D,R,73.0,200.0,1984-10-03,CAN
KENT HUSKINS,8467478.0,D,L,76.0,210.0,1979-05-04,CAN
MATTHEW KONAN,8475395.0,D,L,76.0,186.0,1991-09-03,USA
ANDREAS LILJA,8468534.0,D,L,75.0,220.0,1975-07-13,SWE
BRIAN BOUCHER,8462052.0,G,L,74.0,200.0,1977-01-02,USA
WOJTEK WOLSKI,8471234.0,L,L,75.0,215.0,1986-02-24,POL
ROMAN HAMRLIK,8458938.0,D,L,74.0,206.0,1974-04-12,CZE
TOMAS KUNDRATEK,8474649.0,D,R,74.0,201.0,1989-12-26,CZE
TOM POTI,8465012.0,D,L,75.0,190.0,1977-03-22,USA
MATTHEW LOMBARDI,8468695.0,C,L,71.0,195.0,1982-03-18,CAN
BRAD STAUBITZ,8471521.0,R,R,73.0,207.0,1984-07-28,CAN
JORDAN HENDRY,8472370.0,D,L,72.0,194.0,1984-02-23,CAN
TONI LYDMAN,8465042.0,D,L,74.0,213.0,1977-09-25,FIN
SHELDON SOURAY,8460561.0,D,L,76.0,231.0,1976-07-13,CAN
CAM JANSSEN,8470123.0,R,R,72.0,215.0,1984-04-15,USA
ROSTISLAV OLESZ,8471220.0,L,L,74.0,215.0,1985-10-10,CZE
MATTIAS TEDENBY,8474582.0,R,L,69.0,175.0,1990-02-21,SWE
VILLE LEINO,8474551.0,L,L,73.0,182.0,1983-10-06,FIN
ALEXANDER SULZER,8470685.0,D,L,73.0,198.0,1984-05-30,DEU
HENRIK TALLINDER,8466182.0,D,L,76.0,209.0,1979-01-10,SWE
CONNOR KNAPP,8475303.0,G,L,78.0,206.0,1990-05-01,USA
NATHAN LIEUWEN,8476319.0,G,L,77.0,189.0,1991-08-08,CAN
KEITH AUCOIN,8469779.0,C,L,68.0,171.0,1978-11-06,USA
KRYS BARCH,8467428.0,R,L,74.0,225.0,1980-03-26,CAN
BOBBY BUTLER,8475637.0,R,R,72.0,189.0,1987-04-26,USA
JOEY CRABB,8470156.0,R,R,73.0,190.0,1983-04-03,USA
JESSE WINCHESTER,8474498.0,C,R,73.0,205.0,1983-10-04,CAN
MATT GILROY,8475118.0,D,R,73.0,199.0,1984-07-20,USA
ED JOVANOVSKI,8460492.0,D,L,75.0,220.0,1976-06-26,CAN
MIKE MOTTAU,8466309.0,D,L,72.0,195.0,1978-03-19,USA
JONATHAN RACINE,8476411.0,D,L,74.0,194.0,1993-05-28,CAN
RYAN WHITNEY,8470309.0,D,L,76.0,209.0,1983-02-19,USA
JUSTIN FLOREK,8475845.0,L,L,76.0,205.0,1990-05-18,USA
NICK JOHNSON,8471280.0,R,R,74.0,200.0,1985-12-24,CAN
MATT CAREY,8477836.0,L,L,72.0,189.0,1992-02-28,CAN
MICHAL HANDZUS,8462129.0,C,L,77.0,215.0,1977-03-11,SVK
BRAD MILLS,8473927.0,C,R,72.0,195.0,1983-05-03,CAN
SHELDON BROOKBANK,8469992.0,D,R,73.0,202.0,1980-10-03,CAN
NIKOLAI KHABIBULIN,8459140.0,G,L,73.0,208.0,1973-01-13,RUS
KENT SIMPSON,8475720.0,G,L,74.0,209.0,1992-03-26,CAN
DAVID BROLL,8476304.0,L,L,74.0,235.0,1993-01-04,CAN
JAMIE DEVANE,8475190.0,L,L,77.0,232.0,1991-02-20,CAN
FRAZER MCLAREN,8473712.0,L,L,77.0,230.0,1987-10-29,CAN
JERRED SMITHSON,8468162.0,C,R,75.0,209.0,1979-02-04,CAN
PAUL RANGER,8470085.0,D,L,75.0,210.0,1984-09-12,CAN
DREW MACINTYRE,8469569.0,G,L,73.0,190.0,1983-06-24,CAN
PATRICK HOLLAND,8475889.0,R,R,72.0,185.0,1992-01-07,CAN
LOUIS LEBLANC,8475183.0,C,R,72.0,188.0,1991-01-26,CAN
JOONAS NATTINEN,8475198.0,C,R,75.0,192.0,1991-01-03,FIN
GEORGE PARROS,8468095.0,R,R,77.0,224.0,1979-12-29,USA
MARTIN ST. PIERRE,8470366.0,C,L,69.0,188.0,1983-08-11,CAN
FRANCIS BOUILLON,8465914.0,D,L,68.0,194.0,1975-10-17,USA
DOUGLAS MURRAY,8468114.0,D,L,75.0,240.0,1980-03-12,SWE
MATT D'AGOSTINI,8471851.0,R,R,72.0,198.0,1986-10-23,CAN
NICK DRAZENOVIC,8471832.0,C,L,72.0,192.0,1987-01-14,CAN
CHUCK KOBASEW,8469467.0,R,R,72.0,192.0,1982-04-17,CAN
PIERRE-LUC LETOURNEAU-LEBLOND,8471428.0,R,L,73.0,218.0,1985-06-04,CAN
ADAM PAYERL,8476522.0,C,R,75.0,218.0,1991-03-04,CAN
ARRON ASHAM,8465025.0,R,R,71.0,210.0,1978-04-13,CAN
DARROLL POWE,8473932.0,C,L,71.0,212.0,1985-06-22,CAN
TAYLOR PYATT,8467881.0,L,L,76.0,230.0,1981-08-19,CAN
MARTIN BIRON,8462047.0,G,L,74.0,186.0,1977-08-15,CAN
JOHN ALBERT,8474012.0,C,L,71.0,179.0,1989-01-19,USA
JAMES WRIGHT,8474674.0,C,L,76.0,210.0,1990-03-24,CAN
BEN EAGER,8470280.0,L,L,74.0,226.0,1984-01-22,CAN
RYAN JONES,8471323.0,L,L,73.0,208.0,1984-06-14,CAN
LINUS OMARK,8474059.0,L,L,70.0,187.0,1987-02-05,SWE
RYAN SMYTH,8460496.0,L,L,74.0,191.0,1976-02-21,CAN
ANTON BELOV,8477289.0,D,L,76.0,218.0,1986-07-29,RUS
DENIS GREBESHKOV,8470268.0,D,L,72.0,206.0,1983-10-11,RUS
BENN FERRIERO,8473600.0,R,R,71.0,195.0,1987-04-29,USA
KELLAN LAIN,8477201.0,C,L,78.0,210.0,1989-08-11,CAN
PASCAL PELLETIER,8469752.0,L,L,71.0,191.0,1983-06-16,CAN
ANDREW ALBERTS,8469626.0,D,L,77.0,218.0,1981-06-30,USA
YANN SAUVE,8474601.0,D,L,75.0,209.0,1990-02-18,CAN
JOACIM ERIKSSON,8474754.0,G,R,73.0,189.0,1990-04-09,SWE
BILL ARNOLD,8475833.0,C,R,72.0,193.0,1992-05-13,USA
BEN HANOWSKI,8475196.0,R,L,74.0,210.0,1990-10-18,USA
ROMAN HORAK,8475264.0,C,L,72.0,170.0,1991-05-21,CZE
BRYCE VAN BRABANT,8477847.0,L,L,75.0,207.0,1991-11-12,CAN
CHAD BILLINS,8476827.0,D,L,70.0,180.0,1989-05-26,USA
CHRIS BREEN,8475648.0,D,L,79.0,226.0,1989-06-29,CAN
MARK CUNDARI,8474837.0,D,L,69.0,195.0,1990-04-23,CAN
DEREK SMITH,8473953.0,D,L,73.0,197.0,1984-10-13,CAN
JOEY MACDONALD,8469732.0,G,L,72.0,197.0,1980-02-07,CAN
CORY SARICH,8464981.0,D,R,76.0,207.0,1978-08-16,CAN
SAMI AITTOKALLIO,8475824.0,G,L,73.0,185.0,1992-08-06,FIN
JEAN-SEBASTIEN GIGUERE,8462044.0,G,L,73.0,202.0,1977-05-16,CAN
STEPHANE DA COSTA,8476205.0,C,R,71.0,180.0,1989-07-11,FRA
MATT KASSIAN,8471719.0,L,L,76.0,240.0,1986-10-28,CAN
JOE CORVO,8466215.0,D,R,72.0,204.0,1977-06-20,USA
NATHAN LAWSON,8474855.0,G,L,74.0,198.0,1983-09-29,CAN
PIERRE-MARC BOUCHARD,8470153.0,C,L,70.0,168.0,1984-04-27,CAN
BRETT GALLANT,8474236.0,L,L,72.0,191.0,1988-12-28,CAN
MIKE HALMO,8476765.0,L,L,70.0,188.0,1991-05-15,CAN
JUSTIN JOHNSON,8476086.0,R,R,73.0,220.0,1981-05-05,USA
JOHN PERSSON,8476367.0,L,L,75.0,222.0,1992-05-18,SWE
JOHAN SUNDSTROM,8476445.0,C,R,75.0,201.0,1992-09-21,SWE
MATT CARKNER,8467931.0,D,R,77.0,229.0,1980-11-03,CAN
RADEK MARTINEK,8468101.0,D,R,72.0,205.0,1976-08-31,CZE
DANIEL ALFREDSSON,8460621.0,R,R,71.0,203.0,1972-12-11,SWE
TODD BERTUZZI,8459444.0,R,L,75.0,229.0,1975-02-02,CAN
CORY EMMERTON,8473558.0,C,L,72.0,191.0,1988-06-01,CAN
MIKAEL SAMUELSSON,8467463.0,R,R,74.0,218.0,1976-12-23,SWE
ADAM ALMQUIST,8475332.0,D,L,71.0,174.0,1991-02-27,SWE
SIMON MOSER,8477666.0,C,L,74.0,215.0,1989-03-10,CHE
MARK VAN GUILDER,8474939.0,C,R,73.0,186.0,1984-01-17,USA
LANE MACDERMID,8475283.0,L,L,75.0,215.0,1989-08-25,USA
RICH PEVERLEY,8471514.0,C,R,71.0,195.0,1982-07-08,CAN
RAY WHITNEY,8458537.0,L,R,70.0,180.0,1972-05-08,CAN
MAXIME FORTUNUS,8469798.0,D,R,71.0,202.0,1983-07-28,CAN
AARON ROME,8470310.0,D,L,73.0,220.0,1983-09-27,CAN
CRISTOPHER NILSTORP,8476846.0,G,R,75.0,190.0,1984-02-16,SWE
TIM THOMAS,8460703.0,G,L,71.0,201.0,1974-04-15,USA
NATHAN HORTON,8470596.0,R,R,74.0,229.0,1985-05-29,CAN
JAKE DOWELL,8471352.0,C,L,72.0,200.0,1985-03-04,USA
ZENON KONOPKA,8469820.0,C,L,72.0,213.0,1981-01-02,CAN
CARSON MCMILLAN,8474077.0,R,R,73.0,196.0,1988-09-10,CAN
MIKE RUPP,8467336.0,L,L,77.0,235.0,1980-01-13,USA
JOSH HARDING,8470216.0,G,R,74.0,194.0,1984-06-18,CAN
MATT PELECH,8471700.0,R,R,76.0,230.0,1987-09-04,CAN
RAFFI TORRES,8468485.0,L,L,72.0,215.0,1981-10-08,CAN
CODY KUNYK,8477832.0,R,L,71.0,195.0,1990-05-20,CAN
PIERRE-CEDRIC LABRIE,8474201.0,L,L,75.0,226.0,1986-12-06,CAN
JEAN-PHILIPPE COTE,8468745.0,D,L,74.0,216.0,1982-04-22,CAN
DMITRY KOROBOV,8477082.0,D,L,75.0,230.0,1989-03-12,BLR
SAMI SALO,8465202.0,D,R,75.0,215.0,1974-09-02,FIN
CEDRICK DESJARDINS,8473638.0,G,R,72.0,192.0,1985-09-30,CAN
RADEK DVORAK,8462041.0,R,R,74.0,195.0,1977-03-09,CZE
ANDREI LOKTIONOV,8474681.0,C,L,71.0,190.0,1990-05-30,RUS
AARON PALUSHAJ,8474030.0,R,R,72.0,187.0,1989-09-07,USA
KEVIN WESTGARTH,8473908.0,R,R,76.0,234.0,1984-02-07,CAN
MIKE KOMISAREK,8469460.0,D,R,76.0,235.0,1982-01-19,USA
ADAM HALL,8467925.0,R,R,74.0,212.0,1980-08-14,USA
KRIS NEWBURY,8470232.0,C,L,71.0,205.0,1982-02-19,CAN
JAY ROSEHILL,8470816.0,L,L,75.0,215.0,1985-07-16,CAN
HAL GILL,8459628.0,D,L,79.0,243.0,1975-04-06,USA
ERIK GUSTAFSSON,8475640.0,D,L,70.0,180.0,1988-12-15,SWE
CALVIN HEETER,8476763.0,G,L,76.0,195.0,1988-11-02,USA
NICOLAS DESCHAMPS,8474598.0,C,L,72.0,173.0,1990-01-06,CAN
PETER LEBLANC,8473505.0,C,L,69.0,195.0,1988-02-03,CAN
RYAN STOA,8471708.0,C,L,75.0,200.0,1987-04-13,USA
CASEY WELLMAN,8475602.0,C,R,72.0,173.0,1987-10-18,USA
JOHN ERSKINE,8467365.0,D,L,76.0,220.0,1980-06-26,CAN
ALEXANDER URBOM,8475248.0,D,L,76.0,215.0,1990-12-20,SWE
PATRICK WEY,8475275.0,D,R,74.0,200.0,1991-03-21,USA
SAKU KOIVU,8459442.0,C,L,70.0,181.0,1974-11-23,FIN
DUSTIN PENNER,8471208.0,L,L,76.0,247.0,1982-09-28,CAN
TEEMU SELANNE,8457981.0,R,R,72.0,209.0,1970-07-03,FIN
DAVID STECKEL,8469483.0,C,L,78.0,215.0,1982-03-15,USA
NOLAN YONKMAN,8467910.0,D,R,78.0,247.0,1981-04-01,CAN
DAMIEN BRUNNER,8477059.0,R,R,71.0,185.0,1986-03-09,CHE
RYANE CLOWE,8469622.0,L,L,75.0,225.0,1982-09-30,CAN
MICHAEL RYDER,8467545.0,R,R,73.0,200.0,1980-03-31,CAN
TIM SESTITO,8471636.0,L,L,71.0,195.0,1984-08-28,USA
JOE WHITNEY,8476227.0,L,L,66.0,167.0,1988-02-06,USA
MARK FRASER,8471748.0,D,L,76.0,220.0,1986-09-29,CAN
PETER HARROLD,8472394.0,D,R,71.0,180.0,1983-06-08,USA
RAMAN HRABARENKA,8477127.0,D,R,76.0,230.0,1992-08-24,BLR
BRYCE SALVADOR,8460626.0,D,L,75.0,215.0,1976-02-11,CAN
SCOTT CLEMMENSEN,8466339.0,G,L,74.0,200.0,1977-07-23,USA
JERRY D'AMIGO,8475309.0,R,L,71.0,200.0,1991-02-19,USA
MATT ELLIS,8470018.0,L,L,72.0,208.0,1981-08-31,CAN
PATRICK KALETA,8471388.0,R,R,73.0,198.0,1986-06-08,USA
CODY MCCORMICK,8469591.0,C,R,74.0,222.0,1983-04-18,CAN
ANDREJ MESZAROS,8471236.0,D,L,74.0,223.0,1985-10-13,SVK
MATT HACKETT,8475252.0,G,L,74.0,179.0,1990-03-07,CAN
ANDREY MAKAROV,8477092.0,G,L,74.0,194.0,1993-04-20,RUS
COLIN FRASER,8470662.0,C,L,73.0,190.0,1985-01-28,CAN
MARTIN BRODEUR,8455710.0,G,L,74.0,220.0,1972-05-06,CAN
TOMAS KOPECKY,8468518.0,R,L,75.0,210.0,1982-02-05,SVK
SHANE O'BRIEN,8470839.0,D,L,75.0,230.0,1983-08-09,CAN
DAN ELLIS,8468540.0,G,L,73.0,195.0,1980-06-19,CAN
BRIAN FERLIN,8476363.0,R,R,74.0,213.0,1992-06-03,USA
SIMON GAGNE,8467346.0,L,L,73.0,195.0,1980-02-29,CAN
MATT LINDBLAD,8477228.0,C,L,71.0,193.0,1990-03-23,USA
BOBBY ROBINS,8472365.0,R,R,73.0,220.0,1981-10-17,USA
NIKLAS SVEDBERG,8476844.0,G,L,73.0,163.0,1989-09-04,SWE
DANIEL CARCILLO,8470666.0,L,L,72.0,200.0,1985-01-28,CAN
PETER REGIN,8471299.0,C,L,74.0,190.0,1986-04-16,DNK
KYLE CUMISKEY,8471879.0,D,L,71.0,180.0,1986-12-02,CAN
KIMMO TIMONEN,8459670.0,D,L,70.0,194.0,1975-03-18,FIN
CARTER ASHTON,8475154.0,R,L,75.0,215.0,1991-04-01,CAN
TROY BODIE,8470867.0,R,R,77.0,226.0,1985-01-25,CAN
MATT FRATTIN,8474192.0,R,R,72.0,205.0,1988-01-03,CAN
BRANDON KOZUN,8475295.0,R,R,68.0,167.0,1990-03-08,USA
JOAKIM LINDSTROM,8470152.0,C,L,72.0,187.0,1983-12-05,SWE
COLTON ORR,8468778.0,R,R,75.0,222.0,1982-03-03,CAN
ANDREW MACWILLIAM,8474748.0,D,L,74.0,223.0,1990-03-25,CAN
STEPHANE ROBIDAS,8462196.0,D,R,71.0,190.0,1977-03-03,CAN
DRAYSON BOWMAN,8474137.0,L,L,73.0,195.0,1989-03-08,USA
MANNY MALHOTRA,8467334.0,C,L,74.0,207.0,1980-05-18,CAN
MIKE WEAVER,8468478.0,D,R,70.0,186.0,1978-05-02,CAN
CRAIG ADAMS,8465166.0,R,R,72.0,200.0,1977-04-26,BRN
ANDREW EBBETT,8473682.0,C,L,69.0,174.0,1983-01-02,CAN
MARCEL GOC,8469473.0,C,L,73.0,197.0,1983-08-24,DEU
MAXIM LAPIERRE,8470654.0,C,R,74.0,215.0,1985-03-29,CAN
DOMINIK UHER,8476339.0,C,L,72.0,202.0,1992-12-31,CZE
RYAN BOURQUE,8475243.0,C,L,69.0,185.0,1991-01-03,USA
RYAN MALONE,8467988.0,L,L,76.0,224.0,1979-12-01,USA
CHRIS MUELLER,8474535.0,C,R,70.0,201.0,1986-03-06,USA
MARTIN ST. LOUIS,8466378.0,R,L,68.0,180.0,1975-06-18,CAN
CONOR ALLEN,8477214.0,D,L,73.0,210.0,1990-01-31,USA
MACKENZIE SKAPSKI,8477084.0,G,L,75.0,197.0,1994-06-15,CAN
TJ GALIARDI,8474001.0,L,L,74.0,185.0,1988-04-22,CAN
CARL KLINGBERG,8475159.0,L,R,75.0,205.0,1991-01-28,SWE
ERIC O'DELL,8474603.0,C,R,73.0,200.0,1990-06-21,CAN
JIM SLATER,8470289.0,C,L,72.0,195.0,1982-12-09,USA
JULIEN BROUILLETTE,8475567.0,D,L,71.0,185.0,1986-12-05,CAN
GRANT CLITSOME,8471482.0,D,L,71.0,211.0,1985-04-14,CAN
KEATON ELLERBY,8474184.0,D,L,77.0,220.0,1988-11-05,CAN
WILL ACTON,8476179.0,C,L,75.0,202.0,1987-07-16,USA
MATT FRASER,8475671.0,R,L,75.0,206.0,1990-05-20,CAN
CURTIS HAMILTON,8475734.0,L,L,74.0,212.0,1991-12-04,USA
RYAN HAMILTON,8472424.0,L,L,74.0,219.0,1985-04-15,CAN
JESSE JOENSUU,8473514.0,L,L,76.0,213.0,1987-10-05,FIN
STEVEN PINIZZOTTO,8473911.0,R,R,73.0,205.0,1984-04-26,CAN
BOGDAN YAKIMOV,8477410.0,C,L,77.0,232.0,1994-10-04,RUS
KEITH AULIE,8474048.0,D,L,78.0,222.0,1989-06-11,CAN
DAVID MUSIL,8476426.0,D,L,76.0,207.0,1993-04-09,CAN
TYLER BUNZ,8475781.0,G,L,73.0,205.0,1992-02-11,CAN
VIKTOR FASTH,8476839.0,G,L,72.0,181.0,1982-08-08,SWE
BRANDON DEFAZIO,8476214.0,L,L,74.0,199.0,1988-09-13,CAN
BRIAN MCGRATTAN,8467977.0,R,R,76.0,235.0,1981-09-02,CAN
MAX REINHART,8475733.0,C,L,73.0,195.0,1992-02-04,CAN
DAVID WOLF,8477913.0,L,L,75.0,215.0,1989-09-15,DEU
PATRICK BORDELEAU,8471326.0,L,L,78.0,225.0,1986-03-23,CAN
DANIEL BRIÈRE,8464975.0,C,R,69.0,174.0,1977-10-06,CAN
MARC-ANDRE CLICHE,8471718.0,C,R,72.0,202.0,1987-03-23,CAN
JOEY HISHON,8475767.0,C,L,70.0,170.0,1991-10-20,CAN
COLIN SMITH,8476536.0,C,R,70.0,185.0,1993-06-20,CAN
TOMAS VINCOUR,8475266.0,C,R,74.0,204.0,1990-11-19,CZE
JAN HEJDA,8470699.0,D,L,76.0,230.0,1978-06-18,CZE
RYAN WILSON,8473700.0,D,L,73.0,210.0,1987-02-03,CAN
DAVID VAN DER GULIK,8470189.0,L,L,70.0,173.0,1983-04-20,CAN
ROBYN REGEHR,8467344.0,D,L,75.0,222.0,1980-04-19,BRA
SLAVA VOYNOV,8474594.0,D,R,72.0,194.0,1990-01-15,RUS
CHRIS PHILLIPS,8464956.0,D,L,75.0,219.0,1978-03-09,CAN
LUBOMIR VISNOVSKY,8468598.0,D,L,70.0,192.0,1976-08-11,SVK
KEVIN POULIN,8474690.0,G,L,74.0,206.0,1990-04-12,CAN
DANIEL CLEARY,8466149.0,R,L,73.0,205.0,1978-12-18,CAN
STEPHEN WEISS,8469457.0,C,L,71.0,190.0,1983-04-03,CAN
TOM MCCOLLUM,8474591.0,G,L,74.0,220.0,1989-12-07,USA
OLLI JOKINEN,8466140.0,C,L,74.0,210.0,1978-12-05,FIN
DEREK ROY,8469485.0,C,L,69.0,184.0,1983-05-04,CAN
JOE PISKULA,8473921.0,D,L,75.0,205.0,1984-07-05,USA
ANTON VOLCHENKOV,8468501.0,D,L,73.0,220.0,1982-02-25,RUS
ERIK COLE,8467396.0,L,L,74.0,205.0,1978-11-06,USA
TRAVIS MORIN,8471474.0,C,L,73.0,200.0,1984-01-09,USA
BRENDAN RANFORD,8475896.0,L,L,70.0,205.0,1992-05-03,CAN
SERGEI GONCHAR,8458951.0,D,L,74.0,210.0,1974-04-13,RUS
JUSSI RYNNAS,8475680.0,G,L,77.0,210.0,1987-05-22,FIN
LUKE ADAM,8474609.0,C,L,74.0,207.0,1990-06-18,CAN
RYAN CRAIG,8470065.0,C,L,74.0,213.0,1982-01-06,CAN
JEREMY MORIN,8475214.0,L,R,73.0,195.0,1991-04-16,USA
DANA TYRELL,8474095.0,C,L,70.0,192.0,1989-04-23,CAN
TIM ERIXON,8475148.0,D,L,74.0,200.0,1991-02-24,USA
FRÉDÉRIC ST-DENIS,8473647.0,D,L,71.0,192.0,1986-01-23,CAN
SEAN BERGENHEIM,8470176.0,L,L,71.0,201.0,1984-02-08,FIN
MATT COOKE,8465951.0,L,L,71.0,216.0,1978-09-07,CAN
BRETT SUTTER,8471840.0,L,L,72.0,200.0,1987-06-02,CAN
STEPHANE VEILLEUX,8469542.0,L,L,73.0,200.0,1981-11-16,CAN
KEITH BALLARD,8470054.0,D,L,71.0,204.0,1982-11-26,USA
STU BICKEL,8474772.0,D,R,76.0,207.0,1986-10-02,USA
JONATHON BLUM,8474164.0,D,R,73.0,188.0,1989-01-30,USA
JORDAN LEOPOLD,8467917.0,D,L,73.0,206.0,1980-08-03,USA
JOHN CURRY,8474202.0,G,L,71.0,185.0,1984-02-27,USA
ADAM BURISH,8470063.0,R,R,73.0,195.0,1983-01-06,USA
ERIAH HAYES,8477227.0,R,R,76.0,210.0,1988-07-07,USA
JAMES SHEPPARD,8473536.0,L,L,73.0,215.0,1988-04-25,CAN
DANIIL TARASOV,8476549.0,R,L,72.0,185.0,1991-06-20,RUS
SCOTT HANNAN,8466158.0,D,L,73.0,215.0,1979-01-23,CAN
BRENDEN MORROW,8466160.0,L,L,71.0,212.0,1979-01-16,CAN
EVGENI NABOKOV,8460705.0,G,L,72.0,202.0,1975-07-25,KAZ
ZACH BOYCHUK,8474576.0,L,L,70.0,185.0,1989-10-04,CAN
PATRICK DWYER,8470302.0,R,R,71.0,175.0,1983-06-22,USA
JUSTIN SHUGG,8475826.0,R,R,71.0,185.0,1991-12-24,CAN
BRETT BELLEMORE,8474135.0,D,R,76.0,225.0,1988-06-25,CAN
DANNY BIEGA,8475732.0,D,R,72.0,205.0,1991-09-29,CAN
JAY HARRISON,8469531.0,D,L,76.0,222.0,1982-11-03,CAN
